"mes_id","geo_id","cat_id","cat_name"
48,1,37,"North Carolina"
48,1,38,"North Dakota"
48,1,39,"Ohio"
48,1,40,"Oklahoma"
48,1,41,"Oregon"
48,1,42,"Pennsylvania"
48,1,44,"Rhode Island"
48,1,45,"South Carolina"
48,1,46,"South Dakota"
48,1,47,"Tennessee"
48,1,48,"Texas"
48,1,49,"Utah"
48,1,50,"Vermont"
48,1,51,"Virginia"
48,1,53,"Washington"
48,1,54,"West Virginia"
48,1,55,"Wisconsin"
48,1,56,"Wyoming"
49,1,1,"Alabama"
49,1,4,"Arizona"
49,1,5,"Arkansas"
49,1,6,"California"
49,1,8,"Colorado"
49,1,9,"Connecticut"
49,1,10,"Delaware"
49,1,11,"District of Columbia"
49,1,12,"Florida"
49,1,13,"Georgia"
49,1,15,"Hawaii"
49,1,16,"Idaho"
49,1,17,"Illinois"
49,1,18,"Indiana"
49,1,19,"Iowa"
49,1,21,"Kentucky"
49,1,22,"Louisiana"
49,1,23,"Maine"
49,1,24,"Maryland"
49,1,25,"Massachusetts"
49,1,26,"Michigan"
49,1,27,"Minnesota"
49,1,28,"Mississippi"
49,1,29,"Missouri"
49,1,30,"Montana"
49,1,31,"Nebraska"
49,1,32,"Nevada"
49,1,33,"New Hampshire"
49,1,34,"New Jersey"
49,1,35,"New Mexico"
49,1,36,"New York"
49,1,37,"North Carolina"
49,1,38,"North Dakota"
49,1,39,"Ohio"
49,1,40,"Oklahoma"
49,1,41,"Oregon"
49,1,42,"Pennsylvania"
49,1,44,"Rhode Island"
49,1,45,"South Carolina"
49,1,46,"South Dakota"
49,1,47,"Tennessee"
49,1,48,"Texas"
49,1,49,"Utah"
49,1,50,"Vermont"
49,1,51,"Virginia"
49,1,53,"Washington"
49,1,54,"West Virginia"
49,1,55,"Wisconsin"
49,1,56,"Wyoming"
50,1,1,"Alabama"
50,1,4,"Arizona"
50,1,5,"Arkansas"
50,1,6,"California"
50,1,8,"Colorado"
50,1,9,"Connecticut"
50,1,10,"Delaware"
50,1,11,"District of Columbia"
50,1,12,"Florida"
50,1,13,"Georgia"
50,1,15,"Hawaii"
50,1,16,"Idaho"
50,1,17,"Illinois"
50,1,18,"Indiana"
50,1,19,"Iowa"
50,1,21,"Kentucky"
50,1,22,"Louisiana"
50,1,23,"Maine"
50,1,24,"Maryland"
50,1,25,"Massachusetts"
50,1,26,"Michigan"
50,1,27,"Minnesota"
50,1,28,"Mississippi"
50,1,29,"Missouri"
50,1,30,"Montana"
50,1,31,"Nebraska"
50,1,32,"Nevada"
50,1,33,"New Hampshire"
50,1,34,"New Jersey"
50,1,35,"New Mexico"
50,1,36,"New York"
50,1,37,"North Carolina"
50,1,38,"North Dakota"
50,1,39,"Ohio"
50,1,40,"Oklahoma"
50,1,41,"Oregon"
50,1,42,"Pennsylvania"
50,1,44,"Rhode Island"
50,1,45,"South Carolina"
50,1,46,"South Dakota"
50,1,47,"Tennessee"
50,1,48,"Texas"
50,1,49,"Utah"
50,1,50,"Vermont"
50,1,51,"Virginia"
50,1,53,"Washington"
50,1,54,"West Virginia"
50,1,55,"Wisconsin"
50,1,56,"Wyoming"
55,1,1,"Alabama"
55,1,4,"Arizona"
55,1,5,"Arkansas"
55,1,6,"California"
55,1,8,"Colorado"
55,1,9,"Connecticut"
55,1,10,"Delaware"
55,1,11,"District of Columbia"
55,1,12,"Florida"
55,1,13,"Georgia"
55,1,15,"Hawaii"
55,1,16,"Idaho"
55,1,17,"Illinois"
55,1,18,"Indiana"
55,1,19,"Iowa"
55,1,21,"Kentucky"
55,1,22,"Louisiana"
55,1,23,"Maine"
55,1,24,"Maryland"
55,1,25,"Massachusetts"
55,1,26,"Michigan"
55,1,27,"Minnesota"
55,1,28,"Mississippi"
55,1,29,"Missouri"
55,1,30,"Montana"
55,1,31,"Nebraska"
55,1,32,"Nevada"
55,1,33,"New Hampshire"
55,1,34,"New Jersey"
55,1,35,"New Mexico"
55,1,36,"New York"
55,1,37,"North Carolina"
55,1,38,"North Dakota"
55,1,39,"Ohio"
55,1,40,"Oklahoma"
55,1,41,"Oregon"
55,1,42,"Pennsylvania"
55,1,44,"Rhode Island"
55,1,45,"South Carolina"
55,1,46,"South Dakota"
55,1,47,"Tennessee"
55,1,48,"Texas"
55,1,49,"Utah"
55,1,50,"Vermont"
55,1,51,"Virginia"
55,1,53,"Washington"
55,1,54,"West Virginia"
55,1,55,"Wisconsin"
55,1,56,"Wyoming"
56,1,1,"Alabama"
56,1,4,"Arizona"
56,1,5,"Arkansas"
56,1,6,"California"
56,1,8,"Colorado"
56,1,9,"Connecticut"
